Start 1h:3m:14s, Update intervall 5 ms
Time [s], Button-press [], Acceleration_x [m/s^2], Acceleration_y [m/s^2], Acceleration_z [m/s^2], Angular-velocity_x [Deg/s], Angular-velocity_y [Deg/s], Angular-velocity_z [Deg/s]
164.385,          ,   0.11,   1.36,  -5.00,   -11.81,    86.69,   -18.81
164.390,          ,   0.11,   1.36,  -5.00,   -11.81,    86.69,   -18.81
164.395,          ,  -3.21,   0.76,   2.01,    -9.12,    31.31,   -27.12
164.400,          ,  -3.21,   0.76,   2.01,   -17.44,   -56.56,   -32.06
164.405,          ,  -4.31,   0.14,   4.39,   -17.44,   -56.56,   -32.06
164.410,          ,  -4.31,   0.14,   4.39,   -22.12,   -42.25,   -32.38
164.420,          ,  -3.71,  -1.32,   1.16,   -22.12,   -42.25,   -32.38
164.425,          ,  -4.47,  -3.40,  -0.38,    -6.56,    -0.12,   -28.06
164.430,          ,  -4.47,  -3.40,  -0.38,    -6.56,    -0.12,   -28.06
164.435,          ,  -4.68,  -3.70,   4.66,    11.88,   -43.75,   -23.19
164.440,          ,  -4.68,  -3.70,   4.66,    11.88,   -43.75,   -23.19
164.445,          ,  -3.20,  -4.68,   6.97,    21.25,   -67.50,   -20.00
164.450,          ,  -3.20,  -4.68,   6.97,    21.25,   -67.50,   -20.00
164.455,          ,  -2.07,  -5.41,   3.46,    28.44,   -15.31,   -16.69
164.460,          ,  -2.07,  -5.41,   3.46,    28.44,   -15.31,   -16.69
164.465,          ,  -1.57,  -4.92,  -1.79,    44.50,    45.25,    -9.00
164.470,          ,  -1.57,  -4.92,  -1.79,    66.31,    79.19,    -2.38
164.475,          ,  -0.85,  -3.62,  -3.52,    66.31,    79.19,    -2.38
164.480,          ,  -0.85,  -3.62,  -3.52,    83.19,    96.38,    -1.38
164.485,          ,   2.29,  -1.69,  -3.70,    83.19,    96.38,    -1.38
164.495,          ,   2.29,  -1.69,  -3.70,    84.06,   209.25,    -5.31
164.500,          ,  10.15,   4.19,   3.71,    84.06,   209.25,    -5.31
164.505,          ,  14.55,   4.42,   9.31,    78.88,   335.69,   -15.69
164.525,          ,  14.55,   4.42,   9.31,    78.88,   335.69,   -15.69
164.530,          ,  20.86,   2.55,  -9.15,   -27.38,   109.25,   -46.44
164.535,          ,  28.17,  11.28,   3.33,   -10.75,    -0.62,   -54.31
164.540,          ,  28.17,  11.28,   3.33,   -10.75,    -0.62,   -54.31
164.545,          ,  24.69,  12.60,   2.82,   -47.31,   156.69,   -57.81
164.555,          ,  24.69,  12.60,   2.82,  -118.75,    59.44,   -49.12
164.560,          ,  23.12,  11.00,  -5.41,  -118.75,    59.44,   -49.12
164.565,          ,  28.19,   8.82,  -1.65,  -114.19,  -105.81,   -36.75
164.570,          ,  28.19,   8.82,  -1.65,  -114.19,  -105.81,   -36.75
164.575,          ,  39.15,   9.34,  -3.29,  -153.06,  -159.50,   -16.75
164.580,          ,  39.15,   9.34,  -3.29,  -153.06,  -159.50,   -16.75
164.585,          ,  37.47,   6.15,  -5.27,  -201.12,   -99.00,    43.31
164.590,          ,  37.47,   6.15,  -5.27,  -201.12,   -99.00,    43.31
164.600,          ,  30.17,   4.26,  -4.18,  -224.31,   -95.56,   117.62
164.605,          ,  24.60,  -0.20, -11.22,  -216.56,  -176.94,   170.69
164.610,          ,  24.60,  -0.20, -11.22,  -216.56,  -176.94,   170.69
164.615,          ,  14.16,  -9.43, -10.94,  -154.31,  -260.88,   186.19
164.620,          ,  14.16,  -9.43, -10.94,  -154.31,  -260.88,   186.19
164.625,          ,   6.55,  -7.29,  -7.53,   -82.62,  -101.31,   136.06
164.630,          ,   6.55,  -7.29,  -7.53,   -82.62,  -101.31,   136.06
164.635,          ,  -0.40,  -4.02,  -2.90,   -34.56,    71.88,    73.62
164.640,          ,  -0.40,  -4.02,  -2.90,   -34.56,    71.88,    73.62
164.645,          ,  -5.25,  -5.01,   4.07,    -3.19,    88.81,    36.38
164.650,          ,  -5.25,  -5.01,   4.07,    -3.00,    96.62,    21.56
164.655,          ,   0.07,  -9.84,   1.61,    -3.00,    96.62,    21.56
164.660,          ,   0.07,  -9.84,   1.61,   -31.12,    84.75,    25.69
164.670,          ,   7.00,  -9.05, -14.68,   -31.12,    84.75,    25.69
164.685,          ,  10.07,  -3.74, -18.53,    11.56,    63.94,    23.12
164.690,          ,   7.22,   2.10, -11.19,    37.00,   138.81,    -1.38
164.695,          ,  -7.90,   3.57,   1.28,    37.00,   138.81,    -1.38
164.705,          ,  -8.99,   2.38,   4.77,    24.31,    27.12,    -6.06
164.710,          ,  -8.99,   2.38,   4.77,    24.31,    27.12,    -6.06
164.715,          ,  -3.16,   0.93,   4.62,    -0.50,  -108.81,    -9.38
164.720,          ,  -3.16,   0.93,   4.62,    -0.50,  -108.81,    -9.38
164.725,          ,   2.96,   1.05,   5.15,   -15.06,  -104.25,     0.81
164.730,          ,   2.96,   1.05,   5.15,   -15.06,  -104.25,     0.81
164.735,          ,   0.89,   5.86,   8.29,   -28.50,    11.31,    16.62
164.740,          ,   0.89,   5.86,   8.29,   -28.50,    11.31,    16.62
164.745,          ,  -2.65,   6.51,   9.79,   -46.75,    54.94,    26.94
164.750,          ,  -2.65,   6.51,   9.79,   -46.75,    54.94,    26.94
164.755,          ,  -0.92,   5.95,  12.70,   -71.44,     2.69,    32.75
164.760,          ,  -0.92,   5.95,  12.70,  -109.25,    27.56,    39.50
164.765,          ,   4.95,   4.96,  13.27,  -109.25,    27.56,    39.50
164.770,          ,   4.95,   4.96,  13.27,  -139.81,    86.94,    50.62
164.775,          ,   7.76,   3.44,  -1.50,  -139.81,    86.94,    50.62
164.780,          ,   7.76,   3.44,  -1.50,  -140.75,   100.06,    56.88
164.785,          ,   9.65,   5.58,  -1.72,  -140.75,   100.06,    56.88
164.790,          ,   9.65,   5.58,  -1.72,  -121.44,   156.88,    63.06
164.800,          ,  10.44,   6.34,   0.41,  -121.44,   156.88,    63.06
164.805,          ,   8.26,   2.23,  -2.27,   -59.69,   173.50,    83.12
164.810,          ,   8.26,   2.23,  -2.27,   -59.69,   173.50,    83.12
164.815,          ,   8.98, -14.58, -21.55,    44.44,   -34.44,   105.06
164.820,          ,   8.98, -14.58, -21.55,    44.44,   -34.44,   105.06
164.825,          ,  22.00, -16.38,  -3.69,   188.00,  -234.44,    75.75
164.830,          ,  22.00, -16.38,  -3.69,   188.00,  -234.44,    75.75
164.850,          ,  34.45, -19.15,   2.40,   240.25,  -108.12,    13.88
164.855,          ,  39.01,  -8.11, -11.94,   211.31,  -223.19,   -74.44
164.860,          ,  39.01,  -8.11, -11.94,   211.31,  -223.19,   -74.44
164.865,          ,  33.73,   2.74, -28.88,   193.19,  -319.12,  -189.50
164.870,          ,  33.73,   2.74, -28.88,   193.19,  -319.12,  -189.50
164.875,          ,  28.79,   5.32,  -6.72,   202.94,  -352.44,  -222.19
164.880,          ,  28.79,   5.32,  -6.72,   202.94,  -352.44,  -222.19
164.885,          ,  -9.04,   5.36,   2.84,   100.81,   433.81,  -121.12
164.890,          ,  -9.04,   5.36,   2.84,   100.81,   433.81,  -121.12
164.895,          , -36.75,   7.25,   5.25,    96.50,   790.00,   -36.06
164.900,          , -36.75,   7.25,   5.25,   -22.38,   126.19,    11.94
164.910,          , -14.80,   3.08, -21.96,   -22.38,   126.19,    11.94
164.915,          ,   2.05,   3.87, -30.53,    -0.12,  -349.88,    29.62
164.920,          ,   2.05,   3.87, -30.53,    -0.12,  -349.88,    29.62
164.925,          ,  20.25,   8.14,   4.27,   -50.69,  -496.44,    59.12
164.930,          ,  20.25,   8.14,   4.27,   -50.69,  -496.44,    59.12
164.935,          ,   4.97,  11.10,  -7.38,   -30.25,   -17.12,    70.56
164.940,          ,   4.97,  11.10,  -7.38,   -30.25,   -17.12,    70.56
164.945,          ,  -4.64,   5.14, -10.60,   -56.75,   345.00,    52.75
164.955,          , -13.04,   2.71,  -0.98,   -14.94,    65.56,    21.12
164.960,          , -13.04,   2.71,  -0.98,   -14.94,    65.56,    21.12
164.965,          ,   4.44,  -1.93,  15.54,   -17.19,  -426.12,    -3.06
164.970,          ,   4.44,  -1.93,  15.54,   -17.19,  -426.12,    -3.06
164.975,          ,  14.80,  -7.39,  17.81,   -15.00,  -318.38,   -17.06
164.980,          ,  14.80,  -7.39,  17.81,   -15.00,  -318.38,   -17.06
164.985,          ,  10.50,  -8.38,  10.30,   -17.50,   173.75,   -24.38
164.990,          ,  10.50,  -8.38,  10.30,   -17.50,   173.75,   -24.38
164.995,          ,  -0.05,  -6.66,   5.00,   -27.50,   272.44,   -21.00
165.015,          ,  -0.05,  -6.66,   5.00,   -35.06,   103.25,    -3.31
165.020,          ,   4.03,   6.36,   5.42,   -12.56,   131.00,    23.62
165.025,          ,   5.92,  16.98,  -0.75,   -20.56,   306.00,    30.19
165.030,          ,   5.92,  16.98,  -0.75,   -20.56,   306.00,    30.19
165.035,          ,  14.85,  14.78,  -9.44,   -52.38,   151.69,   -27.31
165.040,          ,  14.85,  14.78,  -9.44,   -75.88,    75.06,   -52.25
165.050,          ,  22.81, -11.64,  -4.38,   -75.88,    75.06,   -52.25
165.055,          ,  13.49, -29.74,  -4.23,   -97.44,   192.81,   -32.75
165.060,          ,  13.49, -29.74,  -4.23,   -97.44,   192.81,   -32.75
165.065,          ,   8.38, -10.43,  -4.06,  -118.00,   224.19,     3.19
165.070,          ,   8.38, -10.43,  -4.06,  -118.00,   224.19,     3.19
165.075,          ,  15.38,   4.87, -12.94,  -125.00,   142.81,   -29.12
165.080,          ,  15.38,   4.87, -12.94,  -125.00,   142.81,   -29.12
165.085,          ,  35.10,  21.87,  11.79,  -114.19,  -109.75,   -35.62
165.090,          ,  35.10,  21.87,  11.79,  -114.19,  -109.75,   -35.62
165.095,          ,  38.91,  17.63,  -0.14,  -217.50,  -253.19,     1.19
165.100,          ,  38.91,  17.63,  -0.14,  -302.88,  -255.44,    24.88
165.110,          ,  35.51,   7.13, -12.38,  -302.88,  -255.44,    24.88
165.115,          ,  28.97,   2.41, -15.11,  -301.25,    -0.62,    25.69
165.120,          ,  28.97,   2.41, -15.11,  -301.25,    -0.62,    25.69
165.125,          ,   1.66,  -0.59,  -2.32,  -300.81,   193.44,    14.56
165.130,          ,   1.66,  -0.59,  -2.32,  -300.81,   193.44,    14.56
165.135,          ,  -8.63,   0.48,  -1.62,  -330.12,   102.75,    15.88
165.140,          ,  -8.63,   0.48,  -1.62,  -330.12,   102.75,    15.88
165.145,          ,  -4.47,  -1.94,  -7.65,  -353.44,  -149.12,    38.44
165.150,          ,  -4.47,  -1.94,  -7.65,  -252.38,  -196.19,    59.19
165.160,          ,   4.90,  -1.13, -11.31,  -252.38,  -196.19,    59.19
165.175,          ,  15.65,  -1.50,   5.10,  -141.12,   -78.19,    45.94
165.180,          ,   7.39,  -2.67,   1.14,  -108.12,   126.06,    17.25
165.185,          ,  -3.70,  -8.27, -10.32,  -108.12,   126.06,    17.25
165.190,          , -14.33, -18.17, -11.35,   -75.44,   152.81,     2.38
165.200,          , -14.33, -18.17, -11.35,   -75.44,   152.81,     2.38
165.205,          , -11.91, -15.23,  -1.68,   -32.25,   -30.38,    10.00
165.210,          , -11.91, -15.23,  -1.68,   -32.25,   -30.38,    10.00
165.215,          ,   3.85,  -8.08,  13.29,    -5.88,  -381.25,    30.19
165.220,          ,   3.85,  -8.08,  13.29,    19.31,  -291.12,    46.75
165.225,          ,  21.82,  -1.41,  24.35,    19.31,  -291.12,    46.75
165.230,          ,  21.82,  -1.41,  24.35,    67.44,    54.12,    42.00
165.235,          ,  17.86,  -2.25,  10.12,    67.44,    54.12,    42.00
165.240,          ,  17.86,  -2.25,  10.12,   110.88,   109.19,    36.19
165.250,          ,  13.35,  -1.34,   9.24,   110.88,   109.19,    36.19
165.255,          ,  12.26,   0.49,  -2.18,    77.31,     0.69,    37.50
165.260,          ,  12.26,   0.49,  -2.18,    77.31,     0.69,    37.50
165.265,          ,  12.61,   6.09, -15.37,    55.19,   -95.44,    30.56
165.270,          ,  12.61,   6.09, -15.37,    55.19,   -95.44,    30.56
165.275,          ,  15.29,  10.83, -15.54,    73.50,   -43.38,    15.56
165.280,          ,  15.29,  10.83, -15.54,    73.50,   -43.38,    15.56
165.285,          ,  17.54,  11.11, -13.04,    78.44,   -32.75,     5.19
165.290,          ,  17.54,  11.11, -13.04,    22.19,  -217.12,     8.44
165.295,          ,  21.68,  11.85, -21.06,    22.19,  -217.12,     8.44
165.300,          ,  28.95,  15.63,  -3.96,    42.06,  -385.88,    34.06
165.310,          ,  28.95,  15.63,  -3.96,    42.06,  -385.88,    34.06
165.315,          ,  21.76, -13.78,  -3.47,    -9.00,  -193.50,    -6.06
165.320,          ,  21.76, -13.78,  -3.47,    -9.00,  -193.50,    -6.06
165.325,          ,   9.70, -15.24, -14.40,   -56.38,   196.69,  -101.50
165.345,          ,   9.70, -15.24, -14.40,   -56.38,   196.69,  -101.50
165.350,          , -22.51, -18.83,  -8.33,    -2.81,  -445.44,   -86.50
165.355,          , -11.44,  -5.38,   2.73,    61.00,  -390.81,   -96.06
165.360,          , -11.44,  -5.38,   2.73,    61.00,  -390.81,   -96.06
165.365,          ,   4.66,   4.24,  -1.25,    97.44,  -302.88,  -126.50
165.370,          ,   4.66,   4.24,  -1.25,   128.94,  -297.75,  -135.62
165.375,          ,  15.17,   7.56, -12.74,   128.94,  -297.75,  -135.62
165.380,          ,  15.17,   7.56, -12.74,   128.94,  -297.75,  -135.62
165.385,          ,  12.82,   9.76,  -8.70,    92.94,   -37.50,  -129.12
165.390,          ,  12.82,   9.76,  -8.70,    46.12,    40.44,  -106.69
165.400,          ,  -5.41,   9.47, -10.21,    46.12,    40.44,  -106.69
165.405,          ,  -9.89,  12.86,  -6.13,    15.38,  -168.00,   -75.75
165.410,          ,  -9.89,  12.86,  -6.13,    15.38,  -168.00,   -75.75
165.415,          , -10.79,  14.65,  -1.20,   -15.88,  -264.75,   -62.88
165.420,          , -10.79,  14.65,  -1.20,   -20.06,  -273.75,   -71.94
165.425,          ,  -3.17,  12.77,   3.79,   -20.06,  -273.75,   -71.94
165.430,          ,  -3.17,  12.77,   3.79,   -20.06,  -273.75,   -71.94
165.435,          ,   3.01,  -6.53,   2.90,   -47.44,  -191.19,   -71.06
165.440,          ,   3.01,  -6.53,   2.90,   -47.44,  -191.19,   -71.06
165.450,          ,  -3.32,  -8.65,   1.11,   -69.00,  -135.25,   -56.75
165.455,          ,  -7.06,  -5.42,  -2.04,   -80.44,  -173.38,   -43.69
165.460,          ,  -7.06,  -5.42,  -2.04,   -80.44,  -173.38,   -43.69
165.465,          ,  -4.81,  -2.19,  -0.74,   -86.88,  -269.88,   -31.88
165.470,          ,  -4.81,  -2.19,  -0.74,   -88.12,  -278.81,   -16.88
165.475,          ,  -0.54,  -0.28,   5.44,   -88.12,  -278.81,   -16.88
165.480,          ,  -0.54,  -0.28,   5.44,   -88.12,  -278.81,   -16.88
165.485,          ,  -3.52,  -0.45,   3.10,   -90.75,  -215.00,    -3.62
165.490,          ,  -3.52,  -0.45,   3.10,   -90.75,  -215.00,    -3.62
165.510,          ,  -5.21,   0.12,   0.75,   -87.25,  -213.75,    -0.38
165.520,          ,   0.43,  -0.41,   0.17,   -69.12,  -232.88,   -23.25
165.525,          ,  -0.50,  -1.29,  -0.21,   -68.19,  -226.25,   -36.94
165.530,          ,  -0.50,  -1.29,  -0.21,   -68.19,  -226.25,   -36.94
165.535,          ,  -1.18,  -1.21,  -1.31,   -66.00,  -225.19,   -49.44
165.540,          ,  -1.18,  -1.21,  -1.31,   -66.00,  -225.19,   -49.44
165.545,          ,  -1.28,   0.23,  -3.71,   -55.06,  -220.94,   -62.88
165.550,          ,  -1.28,   0.23,  -3.71,   -55.06,  -220.94,   -62.88
165.555,          ,   0.63,   0.82,  -5.98,   -48.00,  -226.25,   -68.75
165.560,          ,   0.63,   0.82,  -5.98,   -40.44,  -163.31,   -70.56
165.565,          ,  -0.33,   2.27, -10.98,   -40.44,  -163.31,   -70.56
165.570,          ,  -0.33,   2.27, -10.98,   -32.44,  -225.38,   -72.94
165.575,          ,   4.26,   4.37,  -9.63,   -32.44,  -225.38,   -72.94
165.580,          ,   4.26,   4.37,  -9.63,   -43.62,  -219.88,   -70.50
165.585,          ,  17.53,   7.58,   3.18,   -43.62,  -219.88,   -70.50
165.590,          ,  17.53,   7.58,   3.18,   -43.62,  -219.88,   -70.50
165.595,          ,  12.64,   8.18,  -1.89,   -76.75,   -46.88,   -66.12
165.600,          ,   8.73,   7.42,  -3.52,   -96.69,   -13.56,   -70.06
165.605,          ,   8.73,   7.42,  -3.52,   -96.69,   -13.56,   -70.06
165.615,          ,   8.89,   5.42,  -0.02,  -115.62,   -34.81,   -73.00
165.620,          ,   8.89,   5.42,  -0.02,  -115.62,   -34.81,   -73.00
165.625,          ,   3.79,   4.69, -21.37,  -159.44,   128.56,   -55.88
165.630,          ,   3.79,   4.69, -21.37,  -159.44,   128.56,   -55.88
165.635,          ,   4.72,   8.55, -34.60,  -182.62,   210.12,   -40.25
165.640,          ,   4.72,   8.55, -34.60,  -173.25,  -178.00,   -34.00
165.645,          ,  16.72,  10.92, -28.17,  -173.25,  -178.00,   -34.00
165.650,          ,  30.82,  15.59,  -8.75,  -169.12,  -430.19,   -24.94
165.675,          ,  30.82,  15.59,  -8.75,  -169.12,  -430.19,   -24.94
165.680,          ,  -3.29,  18.92, -13.05,  -292.44,   142.50,  -134.62
165.685,          , -11.32,  16.50, -15.52,  -268.12,   -58.06,  -194.38
165.690,          , -11.32,  16.50, -15.52,  -268.12,   -58.06,  -194.38
165.695,          ,  -7.06,  16.59, -19.94,  -277.19,  -191.31,  -229.31
165.700,          ,  -7.06,  16.59, -19.94,  -277.19,  -191.31,  -229.31
165.705,          ,   2.42,  16.41,  -2.85,  -303.81,  -279.38,  -236.56
165.710,          ,   2.42,  16.41,  -2.85,  -337.62,  -148.00,  -233.38
165.715,          ,  -1.28,  13.82,  -7.66,  -337.62,  -148.00,  -233.38
165.720,          ,  -1.28,  13.82,  -7.66,  -354.81,   -90.25,  -225.88
165.725,          , -13.72,  10.85, -10.80,  -354.81,   -90.25,  -225.88
165.730,          , -13.72,  10.85, -10.80,  -355.88,  -133.38,  -196.75
165.735,          , -18.98,   7.29,  -4.53,  -355.88,  -133.38,  -196.75
165.740,          , -35.28,  11.73, -24.53,  -393.94,    68.44,  -160.31
165.745,          , -35.28,  11.73, -24.53,  -393.94,    68.44,  -160.31
165.755,          , -39.29,  21.43, -38.99,  -414.06,   190.06,  -198.12
165.760,          , -39.29,  21.43, -38.99,  -414.06,   190.06,  -198.12
165.765,          , -34.82,  27.08, -38.94,  -352.00,  -253.06,  -299.25
165.770,          , -34.82,  27.08, -38.94,  -309.44,  -754.50,  -363.62
165.775,          ,  -8.87,  31.26, -34.18,  -309.44,  -754.50,  -363.62
165.780,          ,  -8.87,  31.26, -34.18,  -309.44,  -754.50,  -363.62
165.785,          ,  31.83,  23.15,  -8.46,  -421.44,  -302.06,  -353.75
165.790,          ,  31.83,  23.15,  -8.46,  -542.19,   458.50,  -363.19
165.795,          ,  -9.98,  11.19, -38.90,  -542.19,   458.50,  -363.19
165.805,          ,   1.60,  12.40,  -8.42,  -504.25,  -172.38,  -364.56
165.810,          ,   1.60,  12.40,  -8.42,  -504.25,  -172.38,  -364.56
165.815,          ,  18.60,  11.30,  12.18,  -556.69,     6.88,  -340.75
165.820,          ,  18.60,  11.30,  12.18,  -591.75,   167.50,  -346.69
165.835,          ,   5.16,  -2.41,  -5.96,  -591.75,   167.50,  -346.69
165.840,          ,  12.65, -16.32,  -0.56,  -620.38,   326.81,  -298.56
165.850,          ,  12.65, -16.32,  -0.56,  -620.38,   326.81,  -298.56
165.855,          ,   3.08, -27.60,  -8.86,  -608.25,   360.44,  -228.75
165.860,          ,   3.08, -27.60,  -8.86,  -608.25,   360.44,  -228.75
165.865,          ,  -0.73, -30.79, -19.52,  -576.31,   359.62,  -203.62
165.870,          ,  -0.73, -30.79, -19.52,  -493.06,   356.38,  -221.50
165.875,          ,  -6.60, -23.51, -29.72,  -493.06,   356.38,  -221.50
165.880,          ,  -6.60, -23.51, -29.72,  -493.06,   356.38,  -221.50
165.885,          , -10.85, -14.48, -35.62,  -397.69,   341.69,  -256.94
165.890,          , -10.85, -14.48, -35.62,  -363.12,   217.19,  -294.31
165.895,          ,  -0.33, -12.10,  -9.68,  -363.12,   217.19,  -294.31
165.900,          ,   6.44, -15.12, -10.70,  -338.88,   146.69,  -287.88
165.910,          ,   6.44, -15.12, -10.70,  -338.88,   146.69,  -287.88
165.915,          ,   5.30, -13.05, -31.60,  -322.56,   375.69,  -276.44
165.920,          ,   5.30, -13.05, -31.60,  -322.56,   375.69,  -276.44
165.925,          ,   3.44, -10.95, -38.87,  -342.44,   574.38,  -271.62
165.930,          ,   3.44, -10.95, -38.87,  -342.44,   574.38,  -271.62
165.935,          , -10.69, -11.55, -24.76,  -349.94,   662.62,  -260.12
165.940,          , -10.69, -11.55, -24.76,  -349.94,   662.62,  -260.12
165.945,          , -15.05, -15.01, -35.36,  -323.94,   715.25,  -255.06
165.950,          , -15.05, -15.01, -35.36,  -287.06,   623.56,  -261.38
165.955,          , -16.29, -11.35, -38.99,  -287.06,   623.56,  -261.38
165.960,          , -20.82, -12.72, -38.92,  -244.56,   397.38,  -233.94
165.970,          , -20.82, -12.72, -38.92,  -244.56,   397.38,  -233.94
165.975,          , -14.35, -24.47, -29.98,  -151.25,   128.31,  -204.56
165.980,          , -14.35, -24.47, -29.98,  -151.25,   128.31,  -204.56
165.985,          , -17.27, -20.83, -29.97,  -114.56,   220.06,  -206.25
166.000,          , -17.27, -20.83, -29.97,  -114.56,   220.06,  -206.25
166.005,          , -27.66,  -8.23, -31.88,   -72.88,   241.19,  -173.06
166.015,          , -28.79,  -4.84, -31.67,   -52.88,   180.00,  -155.44
166.020,          , -28.79,  -4.84, -31.67,   -35.06,    49.19,  -158.56
166.025,          , -24.92,  -3.17, -25.02,   -35.06,    49.19,  -158.56
166.030,          , -24.92,  -3.17, -25.02,   -35.06,    49.19,  -158.56
166.035,          , -24.61,   0.62, -18.93,   -31.44,    32.81,  -168.19
166.040,          , -24.61,   0.62, -18.93,   -31.44,    32.81,  -168.19
166.045,          , -26.30,   3.18, -16.83,   -48.50,   115.12,  -179.31
166.050,          , -36.40,   5.75, -16.71,   -65.88,   147.31,  -194.88
166.055,          , -36.40,   5.75, -16.71,   -65.88,   147.31,  -194.88
166.060,          , -36.88,   4.78, -12.49,   -70.69,    53.31,  -205.56
166.070,          , -36.88,   4.78, -12.49,   -70.69,    53.31,  -205.56
166.075,          , -35.17,   1.60,  -3.11,   -81.06,   -52.38,  -203.25
166.080,          , -35.17,   1.60,  -3.11,   -81.06,   -52.38,  -203.25
166.085,          , -32.38,  -2.61,   8.88,   -83.12,   -47.81,  -189.31
166.090,          , -32.38,  -2.61,   8.88,   -81.06,    95.56,  -167.25
166.095,          , -31.18,  -7.27,  19.79,   -81.06,    95.56,  -167.25
166.100,          , -31.18,  -7.27,  19.79,   -76.00,   235.94,  -145.12
166.105,          , -33.03,  -7.52,  18.16,   -76.00,   235.94,  -145.12
166.110,          , -29.48,  -9.05,  20.88,   -58.38,   243.25,  -125.44
166.120,          , -29.48,  -9.05,  20.88,   -58.38,   243.25,  -125.44
166.125,          , -23.65, -10.50,  25.37,   -35.25,   312.50,  -108.44
166.130,          , -23.65, -10.50,  25.37,   -35.25,   312.50,  -108.44
166.135,          , -23.88,  -4.20,  21.34,   -27.81,   429.56,   -94.94
166.140,          , -23.88,  -4.20,  21.34,   -27.81,   429.56,   -94.94
166.145,          , -18.78,  -0.74,  28.06,   -30.31,   396.69,   -83.56
166.165,          , -18.78,  -0.74,  28.06,   -21.88,   446.12,   -73.31
166.170,          , -11.51,   3.96,  19.93,    13.38,   672.81,   -74.12
166.175,          ,  -5.24, -12.16,  23.65,    97.38,   831.19,   -87.06
166.180,          ,  -5.24, -12.16,  23.65,    97.38,   831.19,   -87.06
166.185,          ,  12.18, -11.62,  22.73,   112.75,   878.06,   -85.38
166.190,          ,  12.18, -11.62,  22.73,   112.75,   878.06,   -85.38
166.195,          ,  -2.78,  -5.99,  -8.16,    75.12,  1073.56,   -60.12
166.200,          ,  -6.09,  -0.10,  -0.62,   101.50,   851.69,   -69.81
166.205,          ,  -6.09,  -0.10,  -0.62,   101.50,   851.69,   -69.81
166.210,          ,   9.22,   0.90,  10.06,   138.88,   906.75,   -73.50
166.215,          ,   9.22,   0.90,  10.06,   138.88,   906.75,   -73.50
166.225,          ,  14.61,  -1.07,   6.89,   186.44,  1007.81,   -70.50
166.230,          ,  14.61,  -1.07,   6.89,   186.44,  1007.81,   -70.50
166.235,          ,  29.45,  -7.14, -18.52,   269.00,  1190.50,   -70.62
166.240,          ,  29.45,  -7.14, -18.52,   269.00,  1190.50,   -70.62
166.245,          ,  39.15, -15.93,   2.93,   392.25,  1327.12,   -36.50
166.250,          ,  39.13, -27.77, -37.59,   337.81,  1074.44,    72.25
166.255,          ,  39.13, -27.77, -37.59,   337.81,  1074.44,    72.25
166.260,          ,  39.15, -39.09, -37.49,   347.75,  -333.94,   125.25
166.265,          ,  39.15, -39.09, -37.49,   347.75,  -333.94,   125.25
166.275,          ,  39.15, -39.04, -37.71,   372.00,  -415.56,   -34.62
166.280,          ,  39.15, -39.04, -37.71,   372.00,  -415.56,   -34.62
166.285,          ,  33.00, -28.69,  -0.79,   411.50,  1084.25,   -11.88
166.290,          ,  33.00, -28.69,  -0.79,   411.50,  1084.25,   -11.88
166.295,          ,   8.05, -20.97,  26.45,   451.69,  1034.62,    49.62
166.300,          ,   8.05, -20.97,  26.45,   454.50,  -338.06,    86.94
166.305,          ,  38.62, -25.79,  -9.00,   454.50,  -338.06,    86.94
166.310,          ,  33.55, -19.05,  20.81,   547.31,   -10.62,    28.56
166.330,          ,  33.55, -19.05,  20.81,   547.31,   -10.62,    28.56
166.335,          , -27.02,   5.76, -21.73,   626.31,    54.06,  -308.38
166.340,          , -24.97, -11.04, -13.69,   652.31,   203.94,  -475.94
166.345,          , -24.97, -11.04, -13.69,   652.31,   203.94,  -475.94
166.355,          , -29.38, -30.23, -20.49,   615.06,   481.25,  -432.50
166.360,          , -29.38, -30.23, -20.49,   596.19,   342.12,  -303.19
166.365,          ,  -8.55, -20.17, -25.94,   596.19,   342.12,  -303.19
166.370,          ,  -8.55, -20.17, -25.94,   553.38,   459.69,  -209.50
166.375,          , -11.57, -14.12, -30.47,   553.38,   459.69,  -209.50
166.380,          , -11.57, -14.12, -30.47,   576.12,   277.31,  -174.25
166.385,          ,  -9.20,  -5.58, -26.15,   576.12,   277.31,  -174.25
166.390,          ,  -5.01,   1.38, -26.00,   578.31,   262.88,  -208.25
166.395,          ,  -5.01,   1.38, -26.00,   578.31,   262.88,  -208.25
166.400,          ,  -9.01,   6.23, -17.82,   599.88,   276.75,  -242.19
166.405,          ,  -9.01,   6.23, -17.82,   599.88,   276.75,  -242.19
166.415,          ,  -8.38,  -2.57, -20.54,   603.50,   310.00,  -261.94
166.420,          ,  -8.38,  -2.57, -20.54,   581.94,   289.94,  -270.69
166.425,          , -10.33,  -9.69, -19.70,   581.94,   289.94,  -270.69
166.430,          , -10.33,  -9.69, -19.70,   538.75,   232.44,  -282.69
166.435,          ,  -7.76, -13.59, -23.81,   538.75,   232.44,  -282.69
166.440,          ,  -7.76, -13.59, -23.81,   528.50,   245.56,  -255.00
166.445,          , -18.77, -11.26, -20.80,   528.50,   245.56,  -255.00
166.450,          , -17.49,  -8.67, -24.31,   547.81,   208.12,  -169.44
