Start 5h:51m:20s, Update intervall 5 ms
Time [s], Button-press [], Acceleration_x [m/s^2], Acceleration_y [m/s^2], Acceleration_z [m/s^2], Angular-velocity_x [Deg/s], Angular-velocity_y [Deg/s], Angular-velocity_z [Deg/s]
39.350,          ,   9.76,   0.11,   1.48,    -4.38,     8.94,     4.94
39.355,          ,  10.07,   0.04,   1.54,    -5.75,     6.38,     6.94
39.365,          ,  10.07,   0.04,   1.54,    -5.88,     3.38,     9.75
39.370,          ,  10.30,   0.10,   1.33,    -5.88,     3.38,     9.75
39.375,          ,  10.30,   0.10,   1.33,    -5.12,     1.50,    11.62
39.380,          ,  10.47,   0.17,   1.28,    -5.12,     1.50,    11.62
39.385,          ,  10.47,   0.17,   1.28,    -4.69,    -0.12,    12.25
39.390,          ,  10.15,   0.56,   1.30,    -4.69,    -0.12,    12.25
39.395,          ,  10.15,   0.56,   1.30,    -5.06,    -4.56,    11.62
39.400,          ,  10.14,   0.72,   1.34,    -5.06,    -4.56,    11.62
39.405,          ,  10.06,   1.01,   1.49,    -6.06,    -9.06,    10.62
39.410,          ,  10.06,   1.01,   1.49,    -6.06,    -9.06,    10.62
39.415,          ,  10.03,   1.28,   1.69,    -6.25,   -10.56,     9.69
39.420,          ,  10.03,   1.28,   1.69,    -6.25,   -10.56,     9.69
39.440,          ,   9.68,   1.40,   1.41,    -6.44,   -10.00,     8.62
39.445,          ,   9.17,   1.07,   1.11,   -10.06,     0.50,     6.06
39.450,          ,   9.17,   1.07,   1.11,   -10.06,     0.50,     6.06
39.455,          ,   8.97,   0.72,   1.00,   -10.31,     4.06,     5.69
39.460,          ,   8.97,   0.72,   1.00,   -10.31,     4.06,     5.69
39.465,          ,   8.79,   0.21,   0.94,    -9.31,     6.94,     5.56
39.470,          ,   8.79,   0.21,   0.94,    -9.31,     6.94,     5.56
39.475,          ,   8.82,   0.06,   0.93,    -7.62,     6.81,     6.00
39.480,          ,   8.82,   0.06,   0.93,    -7.62,     6.81,     6.00
39.485,          ,   8.80,  -0.09,   0.88,    -5.69,     7.38,     6.50
39.495,          ,   8.80,  -0.09,   0.88,    -4.19,     6.31,     7.31
39.500,          ,   8.89,  -0.17,   0.87,    -4.19,     6.31,     7.31
39.505,          ,   9.17,  -0.14,   0.77,    -3.25,     4.50,     8.38
39.510,          ,   9.17,  -0.14,   0.77,    -3.25,     4.50,     8.38
39.515,          ,   9.21,  -0.05,   0.67,    -2.56,     4.12,     9.25
39.520,          ,   9.21,  -0.05,   0.67,    -2.56,     4.12,     9.25
39.525,          ,   9.22,  -0.01,   0.47,    -1.06,     4.38,     9.94
39.530,          ,   9.22,  -0.01,   0.47,    -1.06,     4.38,     9.94
39.535,          ,   9.27,   0.02,   0.44,     1.25,     3.94,     9.75
39.540,          ,   9.27,   0.02,   0.44,     3.75,     0.25,     9.44
39.550,          ,   9.52,   0.14,   0.97,     3.75,     0.25,     9.44
39.555,          ,   9.52,   0.14,   0.97,     6.12,    -4.44,     8.75
39.560,          ,   9.57,   0.22,   0.98,     6.12,    -4.44,     8.75
39.565,          ,   9.64,   0.17,   0.97,     7.00,    -5.62,     7.94
39.570,          ,   9.64,   0.17,   0.97,     7.00,    -5.62,     7.94
39.575,          ,   9.61,   0.02,   1.33,     8.12,    -6.25,     6.94
39.580,          ,   9.61,   0.02,   1.33,     8.12,    -6.25,     6.94
39.585,          ,   9.60,  -0.09,   1.52,     9.75,    -5.44,     6.25
39.605,          ,   9.60,  -0.09,   1.52,     9.75,    -5.44,     6.25
39.610,          ,   9.25,  -0.34,   1.76,     6.88,     0.31,     5.06
39.615,          ,   9.04,  -0.32,   2.28,     6.19,     0.94,     4.62
39.620,          ,   9.04,  -0.32,   2.28,     6.19,     0.94,     4.62
39.625,          ,   9.17,  -0.18,   2.36,     5.88,    -0.62,     3.75
39.630,          ,   9.17,  -0.18,   2.36,     5.88,    -0.62,     3.75
39.635,          ,   9.70,  -0.11,   2.25,     4.94,    -2.81,     3.50
39.640,          ,   9.70,  -0.11,   2.25,     5.00,    -2.56,     6.25
39.645,          ,  10.48,   0.03,   1.31,     5.00,    -2.56,     6.25
39.655,          ,  10.48,   0.03,   1.31,     8.31,    13.19,    10.19
39.660,          ,   9.02,   0.37,   0.55,     8.31,    13.19,    10.19
39.665,          ,   8.69,   0.44,   1.48,    12.19,    29.81,    10.19
39.670,          ,   8.69,   0.44,   1.48,    12.19,    29.81,    10.19
39.675,          ,   9.13,   0.58,   2.23,    12.12,    14.88,     7.75
39.680,          ,   9.13,   0.58,   2.23,    12.12,    14.88,     7.75
39.685,          ,   9.51,   0.58,   2.57,     9.31,    -0.56,     7.19
39.690,          ,   9.51,   0.58,   2.57,     9.31,    -0.56,     7.19
39.695,          ,  10.03,   0.45,   2.18,     7.19,    -2.44,     8.06
39.700,          ,  10.03,   0.45,   2.18,     7.19,    -2.44,     8.06
39.705,          ,  10.08,   0.38,   2.19,     7.88,    -3.19,     9.56
39.715,          ,  10.08,   0.38,   2.19,     7.81,    -1.00,    11.00
39.720,          ,   9.98,   0.28,   2.35,     7.81,    -1.00,    11.00
39.725,          ,   9.98,   0.28,   2.35,     7.81,    -1.00,    11.00
39.730,          ,   9.88,   0.22,   2.50,     6.69,     1.06,    11.38
39.735,          ,   9.88,   0.22,   2.50,     6.69,     1.06,    11.38
39.740,          ,   9.65,   0.30,   2.32,     5.00,     1.25,    11.19
39.745,          ,   9.79,   0.42,   2.26,     4.25,    -2.50,    11.25
39.750,          ,   9.79,   0.42,   2.26,     4.25,    -2.50,    11.25
39.770,          ,   9.95,   0.51,   2.14,     1.81,    -9.25,    10.81
39.775,          ,  10.07,   0.53,   2.13,    -4.00,   -14.31,     9.38
39.780,          ,  10.14,   0.51,   2.05,    -4.00,   -14.31,     9.38
39.785,          ,  10.14,   0.51,   2.05,    -4.56,    -9.94,     8.69
39.790,          ,  10.10,   0.54,   1.97,    -4.56,    -9.94,     8.69
39.795,          ,   9.95,   0.43,   1.88,    -4.75,    -2.25,     7.88
39.800,          ,   9.95,   0.43,   1.88,    -4.75,    -2.25,     7.88
39.805,          ,   9.71,   0.18,   1.88,    -4.50,     3.50,     7.31
39.810,          ,   9.71,   0.18,   1.88,    -4.50,     3.50,     7.31
39.815,          ,   9.51,   0.02,   1.75,    -2.50,     7.06,     6.50
39.820,          ,   9.51,   0.02,   1.75,    -2.50,     7.06,     6.50
39.825,          ,   9.44,  -0.11,   1.63,    -2.31,    11.06,     5.81
39.830,          ,   9.44,  -0.11,   1.63,    -2.31,    11.06,     5.81
39.840,          ,   9.39,  -0.21,   1.59,    -2.50,    12.12,     5.38
39.845,          ,   9.39,  -0.21,   1.59,    -2.25,    12.50,     5.44
39.850,          ,   9.43,  -0.16,   1.44,    -2.25,    12.50,     5.44
39.855,          ,   9.48,  -0.15,   1.40,    -1.44,    11.06,     5.44
39.860,          ,   9.48,  -0.15,   1.40,    -1.44,    11.06,     5.44
39.865,          ,   9.34,  -0.22,   1.31,    -0.75,    11.38,     5.50
39.870,          ,   9.34,  -0.22,   1.31,    -0.75,    11.38,     5.50
39.875,          ,   9.14,  -0.28,   1.47,    -0.81,    12.69,     5.25
39.880,          ,   9.14,  -0.28,   1.47,    -0.81,    12.69,     5.25
39.885,          ,   9.18,  -0.41,   1.60,    -1.19,     9.25,     5.12
39.890,          ,   9.18,  -0.41,   1.60,    -0.88,     3.81,     5.19
39.900,          ,   9.26,  -0.46,   1.59,    -0.88,     3.81,     5.19
39.905,          ,   9.26,  -0.46,   1.59,    -0.06,     4.25,     5.44
39.910,          ,   9.15,  -0.43,   1.45,    -0.06,     4.25,     5.44
39.925,          ,   9.15,  -0.43,   1.45,     1.06,     7.81,     5.62
39.930,          ,   9.25,  -0.46,   1.50,     1.56,     5.75,     5.44
39.935,          ,   9.26,  -0.44,   1.54,     1.88,     2.31,     5.06
39.940,          ,   9.26,  -0.44,   1.54,     2.12,     2.00,     5.25
39.945,          ,   9.37,  -0.36,   1.57,     2.12,     2.00,     5.25
39.950,          ,   9.37,  -0.36,   1.57,     1.88,     2.19,     5.12
39.955,          ,   9.45,  -0.28,   1.51,     1.88,     2.19,     5.12
39.965,          ,   9.45,  -0.28,   1.51,     1.69,     3.31,     5.12
39.970,          ,   9.34,  -0.18,   1.53,     1.69,     3.31,     5.12
39.975,          ,   9.34,  -0.18,   1.53,     1.69,     3.31,     5.12
39.980,          ,   9.19,  -0.22,   1.51,     1.94,     4.44,     4.94
39.985,          ,   9.19,  -0.22,   1.51,     1.94,     4.44,     4.94
39.990,          ,   9.19,  -0.20,   1.49,     2.00,     4.69,     4.69
39.995,          ,   9.29,  -0.15,   1.43,     2.06,     1.38,     4.50
40.000,          ,   9.29,  -0.15,   1.43,     2.06,     1.38,     4.50
40.005,          ,   9.38,  -0.11,   1.51,     1.38,    -1.25,     4.06
40.010,          ,   9.38,  -0.11,   1.51,     1.38,    -1.25,     4.06
40.015,          ,   9.39,  -0.20,   1.45,     1.62,    -1.88,     3.81
40.025,          ,   9.39,  -0.20,   1.45,     1.62,    -1.88,     3.81
40.030,          ,   9.31,  -0.26,   1.47,     1.38,    -1.19,     3.50
40.035,          ,   9.31,  -0.26,   1.47,     1.12,    -0.69,     3.38
40.040,          ,   9.14,  -0.35,   1.66,     1.12,    -0.69,     3.38
40.045,          ,   9.14,  -0.35,   1.66,     1.00,    -3.19,     3.12
40.050,          ,   9.24,  -0.27,   1.78,     1.00,    -3.19,     3.12
40.055,          ,   9.38,  -0.13,   1.83,    -0.12,    -8.62,     2.94
40.060,          ,   9.38,  -0.13,   1.83,    -0.12,    -8.62,     2.94
40.065,          ,   9.71,  -0.14,   1.23,    -0.06,   -11.31,     3.06
40.070,          ,   9.71,  -0.14,   1.23,    -0.06,   -11.31,     3.06
40.090,          ,   9.16,  -0.27,  -0.27,     3.19,    -5.12,     3.44
40.095,          ,   8.75,  -0.33,   1.95,     7.19,     2.19,     2.12
40.100,          ,   8.75,  -0.33,   1.95,     7.19,     2.19,     2.12
40.105,          ,   9.25,  -0.11,   2.35,     4.38,   -22.25,     1.06
40.110,          ,   9.25,  -0.11,   2.35,     4.38,   -22.25,     1.06
40.115,          ,   9.23,  -0.15,   1.23,     2.44,   -17.44,     1.19
40.120,          ,   9.23,  -0.15,   1.23,     2.44,   -17.44,     1.19
40.125,          ,   9.45,  -0.29,   1.15,     3.12,   -12.31,     1.44
40.130,          ,   9.45,  -0.29,   1.15,     3.12,   -12.31,     1.44
40.140,          ,   9.37,  -0.32,   1.54,     5.88,   -14.38,     0.81
40.145,          ,   9.37,  -0.32,   1.54,     8.31,    -6.81,     0.94
40.150,          ,   9.24,  -0.10,   1.74,     8.31,    -6.81,     0.94
40.155,          ,   9.50,  -0.11,   1.31,    11.31,     2.50,     1.12
40.160,          ,   9.50,  -0.11,   1.31,    11.31,     2.50,     1.12
40.165,          ,   9.56,  -0.30,   1.50,    11.81,     5.75,     0.00
40.170,          ,   9.56,  -0.30,   1.50,    11.81,     5.75,     0.00
40.175,          ,   9.35,  -0.23,   1.50,    10.12,     5.12,    -0.25
40.180,          ,   9.35,  -0.23,   1.50,    10.12,     5.12,    -0.25
40.185,          ,   9.15,  -0.13,   1.47,     7.50,     5.38,     0.31
40.190,          ,   9.15,  -0.13,   1.47,     5.25,     0.25,     1.25
40.195,          ,   9.37,  -0.03,   1.24,     5.25,     0.25,     1.25
40.200,          ,   9.37,  -0.03,   1.24,     3.81,    -4.12,     1.44
40.205,          ,   9.58,  -0.14,   1.39,     3.81,    -4.12,     1.44
40.215,          ,   9.58,  -0.14,   1.39,     3.00,    -7.12,     1.19
40.220,          ,   9.48,  -0.21,   1.52,     3.00,    -7.12,     1.19
40.225,          ,   9.48,  -0.21,   1.52,     2.75,    -1.25,     1.25
40.230,          ,   9.27,  -0.13,   1.38,     2.75,    -1.25,     1.25
40.235,          ,   9.27,  -0.13,   1.38,     2.62,     1.69,     1.00
40.255,          ,   8.77,  -0.13,   1.44,     2.62,     1.69,     1.00
40.260,          ,   9.42,  -0.28,   1.24,     2.25,    -1.50,     1.50
40.265,          ,   9.60,  -0.21,   2.03,     0.88,    -8.00,     1.06
40.270,          ,   9.60,  -0.21,   2.03,     0.88,    -8.00,     1.06
40.275,          ,   9.31,  -0.20,   1.42,    -1.25,    -1.25,     1.44
40.280,          ,   9.31,  -0.20,   1.42,    -1.25,    -1.25,     1.44
40.285,          ,   9.02,  -0.12,   1.01,    -2.81,     8.31,     1.81
40.290,          ,   9.02,  -0.12,   1.01,    -2.81,     8.31,     1.81
40.295,          ,   8.77,  -0.23,   1.09,    -2.81,    10.50,     2.00
40.305,          ,   8.77,  -0.23,   1.09,    -2.19,     2.56,     1.88
40.310,          ,   9.35,  -0.39,   1.74,    -2.19,     2.56,     1.88
40.315,          ,   9.67,  -0.33,   1.57,    -1.00,   -10.31,     1.62
40.320,          ,   9.67,  -0.33,   1.57,    -1.00,   -10.31,     1.62
40.325,          ,   9.61,  -0.25,   1.36,    -0.12,    -9.81,     1.25
40.330,          ,   9.61,  -0.25,   1.36,    -0.12,    -9.81,     1.25
40.335,          ,   9.33,  -0.22,   1.35,    -0.50,    -1.88,     1.00
40.340,          ,   9.33,  -0.22,   1.35,    -0.50,    -1.88,     1.00
40.345,          ,   9.21,  -0.26,   1.53,    -1.06,    -0.12,     1.06
40.350,          ,   9.21,  -0.26,   1.53,    -1.75,    -2.25,     1.19
40.355,          ,   9.31,  -0.25,   1.42,    -1.75,    -2.25,     1.19
40.360,          ,   9.31,  -0.25,   1.42,    -1.75,    -2.25,     1.19
40.365,          ,   9.47,  -0.30,   1.41,    -2.56,    -0.75,     1.44
40.370,          ,   9.47,  -0.30,   1.41,    -2.56,    -0.75,     1.44
40.375,          ,   9.52,  -0.32,   1.43,    -4.00,     3.38,     1.38
40.380,          ,   9.52,  -0.32,   1.43,    -4.00,     3.38,     1.38
40.385,          ,   9.11,  -0.27,   1.46,    -4.00,     3.38,     1.38
40.390,          ,   9.11,  -0.27,   1.46,    -4.12,     4.75,     1.50
40.395,          ,   9.11,  -0.24,   1.47,    -4.12,     4.75,     1.50
40.415,          ,   9.11,  -0.24,   1.47,    -3.50,     0.50,     1.06
40.420,          ,   9.54,  -0.31,   1.43,    -3.06,    -2.81,     0.81
40.425,          ,   9.33,  -0.32,   1.28,    -3.06,     3.06,     0.88
40.430,          ,   9.33,  -0.32,   1.28,    -3.06,     3.06,     0.88
40.435,          ,   9.29,  -0.35,   1.33,    -3.06,     3.06,     0.88
40.440,          ,   9.29,  -0.35,   1.33,    -3.00,     2.44,     0.81
40.450,          ,   9.22,  -0.37,   1.40,    -3.00,     2.44,     0.81
40.455,          ,   9.22,  -0.37,   1.40,    -2.12,     1.25,     0.56
40.460,          ,   9.18,  -0.37,   1.48,    -2.12,     1.25,     0.56
40.465,          ,   9.28,  -0.27,   1.67,    -1.69,    -0.19,     0.25
40.470,          ,   9.28,  -0.27,   1.67,    -1.69,    -0.19,     0.25
40.475,          ,   9.40,  -0.23,   1.86,    -3.56,    -3.31,    -0.31
40.480,          ,   9.40,  -0.23,   1.86,    -3.56,    -3.31,    -0.31
40.485,          ,   9.28,  -0.20,   1.87,    -3.56,    -3.31,    -0.31
40.490,          ,   9.28,  -0.20,   1.87,    -3.69,    -2.00,    -0.44
40.495,          ,   9.15,  -0.17,   0.77,    -3.69,    -2.00,    -0.44
40.500,          ,   9.15,  -0.17,   0.77,     1.75,    -2.19,    -0.75
40.510,          ,   9.17,  -0.33,   0.25,     1.75,    -2.19,    -0.75
40.515,          ,   9.11,  -0.47,   1.34,     1.81,    -6.06,    -1.44
40.520,          ,   9.11,  -0.47,   1.34,     1.81,    -6.06,    -1.44
40.525,          ,   8.98,  -0.28,   1.72,    -7.12,   -17.38,    -0.62
40.530,          ,   8.98,  -0.28,   1.72,    -7.12,   -17.38,    -0.62
40.535,          ,   9.10,  -0.03,   1.57,    -7.12,   -17.38,    -0.62
40.540,          ,   9.10,  -0.03,   1.57,    -7.12,   -17.38,    -0.62
40.545,          ,   9.15,  -0.11,   0.92,    -6.31,   -14.31,    -0.50
40.550,          ,   9.15,  -0.11,   0.92,    -6.31,   -14.31,    -0.50
40.555,          ,   9.37,  -0.09,   1.00,     3.38,   -14.81,    -1.50
40.575,          ,   9.37,  -0.09,   1.00,     3.38,   -14.81,    -1.50
40.580,          ,   9.76,   0.09,   1.26,     7.56,    -1.00,    -4.12
40.590,          ,   9.41,  -0.02,   1.00,     7.56,    -1.00,    -4.12
40.595,          ,   9.19,  -0.01,   1.10,     6.38,     6.25,    -4.94
40.600,          ,   9.19,  -0.01,   1.10,     6.38,     6.25,    -4.94
40.605,          ,   9.26,   0.05,   1.18,     4.38,    -7.00,    -4.56
40.610,          ,   9.26,   0.05,   1.18,     4.38,    -7.00,    -4.56
40.615,          ,   9.54,   0.01,   1.22,     3.00,    -9.00,    -4.38
40.620,          ,   9.54,   0.01,   1.22,     3.00,    -9.00,    -4.38
40.625,          ,   9.50,   0.06,   1.44,     1.94,    -8.81,    -3.69
40.630,          ,   9.50,   0.06,   1.44,     1.94,    -8.81,    -3.69
40.635,          ,   9.53,   0.02,   1.44,     1.94,    -8.81,    -3.69
40.640,          ,   9.53,   0.02,   1.44,     1.00,    -8.69,    -3.25
40.650,          ,   9.60,  -0.04,   1.43,     1.00,    -8.69,    -3.25
40.655,          ,   9.43,  -0.12,   1.58,     0.88,    -2.94,    -3.31
40.660,          ,   9.43,  -0.12,   1.58,     0.88,    -2.94,    -3.31
40.665,          ,   9.36,  -0.11,   1.45,     1.94,    -1.62,    -3.38
40.670,          ,   9.36,  -0.11,   1.45,     1.94,    -1.62,    -3.38
40.675,          ,   9.49,  -0.14,   1.16,     2.19,    -2.81,    -3.62
40.680,          ,   9.49,  -0.14,   1.16,     2.19,    -2.81,    -3.62
40.685,          ,   9.71,  -0.16,   1.23,     1.38,    -2.75,    -3.25
40.690,          ,   9.71,  -0.16,   1.23,     1.38,    -2.75,    -3.25
40.695,          ,   9.70,   0.00,   1.67,     0.12,    -2.44,    -2.62
40.700,          ,   9.70,   0.00,   1.67,    -0.88,     1.38,    -2.06
40.710,          ,   9.76,   0.00,   1.30,    -0.88,     1.38,    -2.06
40.715,          ,   9.70,  -0.02,   0.95,    -1.56,     6.31,    -1.81
40.720,          ,   9.70,  -0.02,   0.95,    -1.56,     6.31,    -1.81
40.725,          ,   9.48,  -0.12,   0.97,    -1.56,     4.12,    -1.69
40.740,          ,   9.48,  -0.12,   0.97,    -1.56,     4.12,    -1.69
40.750,          ,   9.35,  -0.14,   1.19,     0.81,    -6.81,    -1.69
40.755,          ,   9.35,  -0.14,   1.19,     1.00,    -7.19,    -1.88
40.760,          ,   9.47,  -0.09,   1.28,     1.00,    -7.19,    -1.88
40.765,          ,   9.51,  -0.07,   1.22,     0.50,    -5.50,    -1.62
40.770,          ,   9.51,  -0.07,   1.22,     0.50,    -5.50,    -1.62
40.775,          ,   9.52,  -0.02,   1.32,     0.00,    -4.19,    -1.12
40.780,          ,   9.52,  -0.02,   1.32,     0.00,    -4.19,    -1.12
40.785,          ,   9.57,  -0.04,   1.43,    -0.75,    -4.00,    -1.00
40.790,          ,   9.57,  -0.04,   1.43,    -1.56,    -0.56,    -0.50
40.795,          ,   9.59,  -0.06,   1.49,    -1.56,    -0.56,    -0.50
40.805,          ,   9.59,  -0.06,   1.49,    -2.25,     3.62,    -0.12
40.810,          ,   9.47,  -0.10,   1.34,    -2.25,     3.62,    -0.12
40.815,          ,   9.44,  -0.05,   1.28,    -2.12,     3.19,     0.25
40.820,          ,   9.44,  -0.05,   1.28,    -2.12,     3.19,     0.25
40.825,          ,   9.46,   0.00,   1.33,    -1.81,     1.62,     0.06
40.830,          ,   9.46,   0.00,   1.33,    -1.81,     1.62,     0.06
40.835,          ,   9.49,   0.07,   1.20,    -1.75,     1.88,    -0.38
40.840,          ,   9.49,   0.07,   1.20,    -1.75,     1.88,    -0.38
40.845,          ,   9.49,   0.05,   1.15,    -1.31,     0.75,    -0.56
40.850,          ,   9.49,   0.05,   1.15,    -0.94,     1.62,    -0.69
40.855,          ,   9.43,   0.00,   1.17,    -0.94,     1.62,    -0.69
40.860,          ,   9.43,   0.00,   1.17,    -1.25,     1.94,    -0.44
40.865,          ,   9.39,   0.01,   1.10,    -1.25,     1.94,    -0.44
40.870,          ,   9.39,   0.01,   1.10,    -1.25,     1.94,    -0.44
40.875,          ,   9.37,   0.00,   1.08,    -1.62,    -0.56,    -0.50
40.880,          ,   9.37,   0.00,   1.08,    -2.12,    -3.00,    -0.12
40.885,          ,   9.39,   0.04,   1.60,    -2.12,    -3.00,    -0.12
40.905,          ,   9.39,   0.04,   1.60,    -4.12,    -4.56,     0.06
40.910,          ,   9.49,   0.00,   1.68,    -6.12,    -3.69,     0.38
40.915,          ,   9.32,   0.00,   1.26,    -3.00,    -5.88,     0.25
40.920,          ,   9.32,   0.00,   1.26,    -3.00,    -5.88,     0.25
40.925,          ,   9.60,   0.01,   0.30,     5.38,    -0.25,    -0.12
40.930,          ,   9.60,   0.01,   0.30,     5.38,    -0.25,    -0.12
40.935,          ,   9.00,  -0.11,   0.88,     4.62,     5.69,    -1.12
40.940,          ,   9.00,  -0.11,   0.88,     1.25,    -5.06,    -1.69
40.950,          ,   9.02,  -0.06,   0.68,     1.25,    -5.06,    -1.69
40.955,          ,   9.35,   0.20,   1.89,    -0.94,    -3.12,    -1.38
40.960,          ,   9.35,   0.20,   1.89,    -0.94,    -3.12,    -1.38
40.965,          ,   9.12,   0.15,   1.97,    -2.12,    -4.25,    -1.50
40.970,          ,   9.12,   0.15,   1.97,    -2.12,    -4.25,    -1.50
40.975,          ,   9.40,   0.10,   0.91,    -1.94,   -11.44,    -0.62
